resolution,purpose,timestamp,interventionType,isReIntervention,timezone,app,interventionDuration
openedApp,Stay In the Loop,1753053509.3553839,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753056629.384767,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753057676.591619,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753057775.890794,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753057802.040868,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753059753.81194,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1753065405.196064,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753068640.097363,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753070845.347604,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753071297.1699982,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753071520.024777,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753075510.517606,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753075532.1946368,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753075771.601558,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753077107.85549,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753077142.026544,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753077790.684239,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753078130.3544888,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753107196.943372,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753109954.163198,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753113948.937502,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753117339.083842,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753119196.5811849,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753120268.536878,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753120593.269328,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753120803.303514,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753121172.6565719,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753121724.045116,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753140318.380718,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753140321.509233,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753141547.846936,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753141563.066524,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753149097.089446,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753189406.592772,journaling,False,America/Los_Angeles,instagram,
openedApp,Message,1753190758.0981622,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753191634.231996,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753202545.016753,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753202824.176137,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753203276.170268,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753206961.782103,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753209287.186077,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753210172.25826,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753210627.5246248,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753221850.4552011,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1753224282.564848,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753227116.632598,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753227299.5644798,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753228212.561181,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753241983.3243341,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753244406.069896,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753244752.888315,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753249190.104254,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753250150.7023811,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753251978.405329,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753278936.409303,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753293735.566901,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753294011.942184,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753294702.186626,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753294764.381619,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753300213.384042,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753300421.9976091,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753301607.456781,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753330557.542856,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753334022.576797,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753366986.516906,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753367780.372467,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753382641.525965,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753387427.989702,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753388041.9137669,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753389038.0532541,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753389158.682323,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753400972.79534,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753401426.892168,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753404779.825004,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753405922.814713,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753408424.5009809,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753419596.982312,breathingExercise,False,America/Los_Angeles,instagram,6.0
